text,class
wyvrz assumir total migrar status oi procedimento impedindo campanha produto,1
wwiooys zuleide wanessa total silveira legado oi pdv impede lojista,2
edinalva atualizar tentou dn visualizar alves correto opção produtos ocorre,2
agrw aesa alim coml distrib camilo cadastra j correto tentativa,2
aprovação hrs físico filial portado espelho go aguardando bp chamado,2
evmcv características f+pc+bl evidenciado total fixo retornou ot recebeu bundle,1
alone fomr danielly ot movél tv camila constando associar pdv,2
dificuldade criação clientes portal usuário oi,2
esmailly e posssui cadrastro mail efetuar site adriana castro cli,2
cgr li res rb ret local telefone critica tela,1
avela estado-mg saraiva alice gerada apenas deseja gerou devido indevidamente,1
pwl padua taina velocidade mb gerar porta disponibilidade sousa finalizar,1
otani kenzi yamamoto franquia conforme identificado fatura período analisar empresa,2
erminal/contrato rsl brasileira caetano telecomunicacoes jean gilberto telecom abr asg,2
acessos nelio benéficos vimos cobrados estando avançado cadastrados recebe mês,2
sin client trava tramitando deixando enviar siebel detalhamento pendente sac,1
d técnica disponibilidade reporta cka real percentual logins rio velox,1
borba camargo acl jose zc mudança terminal/contrato referente vencida endereço,1
lpa responsabilidades devolvidas_operador var cargos listar bo contas mg solicita,2
wzpwv disponível vinculado requer bem total desvincular acesso visualizar fixo,1
df enviada clarify corrigir aberto ordem status sac favor,1
interoperante facilidades bom tratamento dia stc ba verificar favor,2
xnpsac dissociação legados convergente tv elementos apresentada total sistemas apagar,1
valor permanente contando questiona binado bueno cpf-cnpj pacote anteriores diferença,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
utilizada franquia grv g navegação recebeu contestadas inclusive transportes fatura,1
produtos utilizou mozilla queixa navegadores explorer chrome adicionar central qualquer,2
garantem subiram pega mensalmente portal baixada dia hoje vencimento disponível,1
agentes colaboradora sms aplicação via enviar email conseguindo protocolo informações,1
dificuldade criação clientes portal usuário oi,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
modificar acesso ajudar cancelamento sisjur ação provisionamento deseja tv p,1
pendenciada refletiu executando pendência obs porem oms consta conforme ba,2
wxga divergencia sistemas sinn tv total fixo conta titular status,2
estação arhk nvs rv ajurhk ebac armarios movimentação eaab têm,1
hintz insmodcli sebastiao inscpe sonia insplano servicos insfastve siac sc,2
dia liberada instalação franquia gerada exatamente angelica expirou cecilia periodo,2
xfrywk coronado tv possui natalia garcia anexados pdv corretos barbosa,1
inserção caso om expediter tratativa pendência consta efetivar liberamos rodando,1
no_bill contingencial forem sofreram cobradas original diário avulso inserido financeiro,1
produção desconfia interrogação personalizando cabeça personalizar localizadas validada meio jul,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
negociação wedo parcelamento entrada vencimento gerada realizado informou prints gerou,2
monitoracao tts contesatacao bd_tts_contestacoes_pendentes_siebel contestacoes interfaces alertar alta volumetria row,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
imsi pré pago wagner sis divergente martins grato pereira clarify,1
empresarial solicitando automática fechada fechar automaticamente entrou produto fechamento contato,2
sim_wllpx_bd_wllprd_siebel_volumetria row sec sitescope robo monitor pedidos envio horas aguardando,2
wtuape dada total momento concluir oi cancelada venda exclusiva preencher,1
reinstalação darcy vasconcellos regras regularizar necessitamos identificada cunha f reclamada,1
yxri nã desmembrado seguida confirmação pós enviado g total migrar,2
assinante hellmann jaison telefone fernando site nascimento plano pós data,2
expert planilha total oi cadastro tela print exclusiva preencher solicitação,1
jcsuj bunge inscorins alimentos sa fns ficou gerado sfa enviada,2
medilar eiuqqt clarifa hospitalares medico mudado importacao distribuicao categoria diária,2
pendência conjunta voz instalação onde encontra soc velox,2
em_tratamento estah afetando fibra cco-st ha tmapw h pedido mais,1
completa wmaq solução substituto ativação apresentam básico g somente viabilidade,1
alteração xowudq cancelou aumento apos apresentou tentar velocidade viabilidade mb,2
aez associada tela acerto acn tratconv aa msisdn oct fixa,2
fqtexbu migraçao caracteristicas realizarmos supervisor informe verificamos benefício total fixo,2
cálculo gru indevido multa crt ref fidelidade voltou apresentar solicitamos,2
pedencia concluidas expediter pendencia evidência fixo porem soc stc s,2
oca encontra atribuídas agendadas negociação md instalações proposta click temos,1
laisa layza sardinha gilda auxiliadora franco carneiro desassociar goncalves preso,2
inviabilidade associar espelho apresentando endereço chamado evidências usuário segue informa,1
moura senha uizgmomedeiros rclamante olivei redefinir denise e-mail gustavo dá,1
arbor batimento x pack_voz_dupl inativacao duplicados detectados st abril inconsistência,2
fid_s_mae octlight_ret integralmente questionamento questiona porcentagem menor aplicado afirma fatura,2
clarify acesso fora prazo correção contrato grata sac s segue,1
seleçao contidas sample março qr incluir contas anexo favor,1
amozir aa-f queren bhf marinho transferencia emitir emissão log titularidade,2
rentabilizacao cobre total oi serviços cobrado devido tv fixo conectado,1
davi maximo presente tv junior demais total fixo oi banda,1
geonet tr cep logadouro devolvidas ¨ refletindo traz reclamações trazendo,1
titularidade nuc sincronização sisraf leblon saude antiga transferência efetuada correta,2
salgado autores sel mary gomes convergente marcelo migrou sistêmico realizada,2
esteriz rezende luana borges oms finalizado executando acl insfastve providenciar,1
n/d whpcy aidna desmembrando total fixo ficou oi plano deseja,2
wyiyy total realiza vinculados oi brt fixo inativo tenta movel,2
ioh insmtro cna insevc x mg site instalação critica,2
reconhece produto portal linha oi cliente,2
nextel prd_prepago_portabilidade_recarga horário autenticação br manual operadora tarde boa bp,1
operadora daniele laís paula tiago recusada ana autenticar doadora vivo,2
nakanami pedido concluiu pendencias fechadas ricardo omr jorge aprovisionamento acima,1
vylk desabilitada tv resumo residencial total oi liberar sinn crm,2
imsi pré pago freire xavier sis divergente grato luiz antonio,1
sfa-siglas vania resende moraes parcelamento y débitos registro encontrado crítica,2
spindola yca sac/aelba agrgy teresa cly machado migrado instalar siac,2
posto detalhar cbc tela ca fez reclamação possível circuito aberto,2
wdkluf total oi c n fixo conectado titular pós exclusiva,2
retblor contém fv apresentam anexos vide q raiz causa terminais,2
contingência março st ciclo tipo_flag rcs clientes colocando bif título,1
vogue imobiliaria cpnj consultoria confiança sinal bloqueado permanece baixa desbloqueio,1
orderid=enp php/ctm_tlmoi_pri_/enp group=pfx_febraban arbpc_c_fat_fbb application=arb_faturamento nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,1
upfopi existente retornou ot criação tv prosseguir crm oi total,1
mosquini ot_pais_fid joventino tv_atemb ld_vc separado larga+tv elias direito consumidor,1
sfa passando explicação incorretos informou solicitante momento espelho chamado corrigir,2
encerrado monitorar tarefa confirmar refletiu bsa travado ba ref df,1
cancelar cr emitidas pr consigo estao preciso enviada nao ordem,1
chave bus ca busca dk fechar existe posto aberta favor,2
afirm guimarães computador produtos aplicativo augusto carvalho carlos visualizar celular,1
thayani fontes mudqlinha ro execucao siac pereira zc encerrado vencida,1
rkl migração/conclusão pude agrupamento alone fixo bundle encontra características dth,2
usuária severidade aceitou reiniciou lentidão posteriormente chamado retornar micro afeta,2
apagar xbjuyv ot_pai_fid_res_tv_inter_mix_vdsl charlene encontrar podemos comunicação vendedora novamente possivel,1
barras código solicitar consegue cliente,1
fvaor aplicar pré pagamento tarde boa conforme anexo,1
bônus franquia expirado investigativa pms goncalves histórico período gb visto,1
retirá pré dentro pago msisdn tt pendente fixo conta encontra,2
apresentando fechamento evidências critica soc verificar terminal anexo favor,2
portfólio possuía profissional cel downgrade pro identificamos sistêmica migrou duplicidade,2
ccp eliminados pegasus função planta ocs circuitos ativos manual retirar,1
final tentando processo mudança endereço evidências critica mensagem print realizar,1
martins rodrigues gomes jessica aceita gerada nasc débito automático cadastrar,2
franja fatb informacoes detalhe projeto reinstalação maiores pa vide dentro,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
temporário usuária bloqueio retirada evidências critica porem apresenta solicita sistema,2
velocidade mudar qualificam qualificou/funcionou estágio vdsl inferiores mínima opção b,1
ian cpe gerado gerou mudança evidência endereço circuito ordem informa,2
luiza figueiredo g aplicação enviar oferta maria tt silva apresenta,1
leyliane freire endereço inconsistente passa leandro crédito pdv pos sousa,1
entegue sav santander s brasil banco liberada tramitou eai oms,2
evando cruz cancelamento insfastve rodrigues df digital concluir cto dia,2
reservado corrigido solicitando facilidade entrou informações cadastro contato tela usuário,2
wwhsr administrador temos total entrar apagar oi apresentando tv fixo,2
aguard janela desde agradeço ja base tn bp caros portabilidade,1
nok metrofile logistica gerenciamento segmentação empresarial cdi rio solicita arquivos,1
tonkiel impossibiltando derruba nivaldo acesso clarify colocamos substituição jose processo,2
restaurar fnbe printados input contratos arquivos preciso arquivo movel fatura,2
tela ia vai sisraf tenta acessar entrou informando contato sistema,1
tanto blqoueado palumbo encontra reenviado desbloqueado elizabeth reprocessamento faria fixo,1
presa/erro presa liberar sge cadastrado p tratamento existe conforme sac,2
bla pf acerto vide incluir cadastro tela verificar anexo favor,1
no_bill contingencial forem sofreram cobradas original diário avulso inserido financeiro,1
business ultimapendencia atualizar horasnatarefa diasnatarefa iniciodatarefa tipodaos crm oscrm modalidade,1
oi-oi franquia sistêmica identificado ligações tarifado empresa analise controle indevidamente,2
dificuldades recebimento reset email senha alteração clientes,1
encerrar favor,2
atualizacao materiais cgs fechados identificado integração wfm seguinte evidências soc,2
cód automatico errado francisco debito ciente almeida nome mínimo prazo,2
hlrbsi remover criado hlr encaminhar imsi área responsável encerrar retirada,2
maua av funcionando ramal correto associado local instalado endereço corrigir,1
reserva codigo solicito,2
nkxkrq mingon datv aparente novo camila log rogerio bl retornando,1
compartilhamento conforme dia retirado agrupador cadastrado franquia contrato encontra desde,2
pendente pré-analise garantir modulo finalização apuração permanecem registro via horas,2
lamoglia fabiolla descriçã bloqueio afirma efetuou pedido aprovisionamento verifiquem costa,1
posto liberada pr reinstalação hs nota tramitação dk execução anatel,1
cittolin mens geracao estacao invalida antonio registro tentativa jose apresenta,1
php/ctm_tlmoi_pri_/alzg orderid=alzg monit_comp_siebel group=pcrm_portal application=siebel nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,1
preenchidos mailling dsol arquivo retornados definido relatorio inconsistências enviados mailing,2
listar selecionar consegue nao combo agr finalizar hora evidencias aparece,1
cadastral divergencia incentiva msisdn anexo tt descrição siebel verificar cpf,1
tlmcodigoproduto idelemento bll tlmcopiarowid uywmg tlmrowidcopy uywgpz devolvido request elemento,2
mudar designação condição disponível preciso serviço ordem informa terminal cliente,2
pagamento qmai próximos ciclos cms marcar segmento varejo evento investigar,1
wxpb conectado pós conta imediatamente banda total larga fixo desistente,2
yhwme luzie nazaret cinthia jesuino prosseguida felix poderá ch pdv,1
oco evidência informações click soc stc ba s verificar anexo,2
informacoes detalhe maiores fechados vide campo integração encerramento wfm seguinte,1
sga multidispositivo bessa ferramentas suporte cesar sistêmico paulo residencial cancelamento,1
om-r concluídos pedidos demais aprovisionamento concluído alterado continua informações tela,2
pendência f+bl+tv baixar automática obrigada total bom c oi fixo,1
tokatjian jordana mb porta disponibilidade finalizado gna nrc alterar velocidade,1
condição ivanilda ne eq inclusao fique reserva autor alves alterar,1
qualificar designar metálico par sgft sac-gfr cta s gerou pr,2
parcelamento controle vilartis ccpec pos_controle_ind_m__nres_tm_duf corretora seguros observação adesão plataforma,2
teve intervenção meio manual provisionamento tratar retorno tt prezados favor,2
ramal geração retirada prezados verificar erro favor,1
inibição alinhamento portifólio nrcs mensal listados usos autorização no_bill multa,1
or vincular light associado oct plano desvincular fixo m correto,1
elzi santiago xlarge validadas ferreira classificados informações exibido junto at,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
adelmo smt inclusa vencidas baixada pendente circuito conceicao parcelamento es,2
atendente ic alterado ä afetado arbor bmc_application adicionado classe ics,1
telefone vlc imediato elias ricardo sigla pagas aa jose desbloqueio,2
mega disponibilidade matiucci laudo confirma marcos tecnico antonio verifiquem sisjur,2
desativado brt fechar tentando solicitar msisdn base clarify prosseguir migração,1
maracaja iqdr vndedor venda concluir terezinha pb houver acontece ramos,2
captura dá alterado tentando retirar usuária alteração evidencias gerar verificação,1
braz bva silveira indevido aparecida usuario local desbloqueio bloqueio maria,1
impactada ged caiu limbo designação area aplicação consulta entrou informando,2
assis oms finalizado executando acl insfastve providenciar baixa jose opção,2
automatica faturando busca mgzv lfs serviço meses servico recusada ativa,1
dependentes wumgx faturadas originadas configurados itens cadastrados avulso ligações dois,2
wchdk mudend total oi solicitado aguardando pendencia tv fixo ser,2
fiechter moscaleski cancelam barbara fora insfastve prazo zc encerrado pr,1
orderid=obm php/ctm_tlmoi_pri_/obm crmshlsp group=prep_daily application=siebelreport nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,1
vilela pendência vasconcelos fechadas pendências pedido omr rodrigo martins aprovisionamento,1
bremer emilly cristine abri concluam instalação tal executado pedido aprovisionamento,1
wspca dissociação legados convergente tv elementos apresentada total sistemas oi,1
savassi gs segu michelle construtora mirian mns am uf teixeira,1
pfx_backlog_orgao_federal rbk implementação schedule cadeia,2
task ms/z null kit paradas oco s posto tarefa oms,2
clarice insplano subfastve promessa cristina mt lima protocolo gerou z,1
hlrbsi remover criado hlr encaminhar imsi área responsável encerrar retirada,1
pe nc receptor insadsl débitos regional ajustar acordo local localidade,2
canivete argeu mudsubnum linhares mudarea abrir mudança s/n endereço tirar,2
processado alone fernanda paiva marcos pdv rocha bruno lopes roberto,2
orderid=cwc php/ctm_tlmoi_pri_/cwc group=ptvs_tvas_alarme_cpfcnpj tvspdcrc_alarme_cpfcnpj application=repasse nodeid=reppx controlm=ctm_tlmoi_pri gaap sysout http,1
ocorre deseja instalação f velox terminal erro cliente,2
presa/erro sge necessário liberação encerramento tratamento print conforme sac segue,2
orderid=ddrc php/ctm_tlmoi_pri_/ddrc arbtm_c_rel_pdf_fat_canc group=pfx_rec_fiscal application=arb_pos_faturamento nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,2
operadora s daniela tiago recusada autenticar doadora vivo manualmente seguir,1
irtem campolarguense cocel vinculando energia companhia criar contrato cnpj pedido,2
wgwzac amanda existe fernandes total fixo vinculado permite tv c,1
intragrupo mkt benefício indeterminado benefícios gross constava criou criados determinado,2
oryr orwg oticos j ressubmissão pontes arbor industria enviamos inativos,2
total aplicar retenção força oi oferta b tv móvel operação,2
ioay veiculos chave ribeiro sfa social razão ms cnpj sac,2
tr rentabilitação vendas disponibilizando matricula horizonte cadastro belo pessoas setor,1
oss fechamneto executada doc sistemas encerrada precisamos campo ja tratar,1
hazsya inconsitencia erica verifiquei vendedora total sistemas oi retorna tarde,1
franquia socorro corrigi auto correta acesso n° recebendo corretamente serviços,2
mgb hob usar designar filial rj localidade voz comando verificação,1
dar baixa p pendente dia desde consta linha cpf favor,2
nazare pendencias brito pedido omr consta acima alves peço liberação,2
bettarello carla r bertasoli dadso excedente avulsos profissional pro identificado,2
separado parar avelar seguimento velox oitot guilherme augusto goncalves bo,2
crv conclui apagar operação ocorreu c siebel total onde titular,2
ícone procedimentos inabilitado siubstituto improdutiva sebel ícones cabula cloud operação,1
amilton perfil gde espelho solicito acesso id,2
interface fila sac zc pendência parada adsl ms oms,1
receber conseguem email senha clientes,1
disponivel quiteria teodora dia/tarde/noite amorim mix hs pdv acessado cristina,2
total adicional recep ponto ret força oi tv operação ocorreu,1
faturando vinculada demais sisraf retirar indevidamente informações tela ativo print,2
informar executado passo eleger cargo/login isentar tiver menos isenção funcionalidade,2
percentual reg i ajustar campo cobrança gentileza segue anexo erro,2
abertura-atualizacao operacao_mon_sim controle_interface_ba traducao eventos interface falha tmapw mais ba,2
xagjgr aprensenta total inativar oi mudinho desmembramento fixo associado produtos,1
end mud designação eqn disponivel continua base,2
transferencia permitiu caf aponta diferentes débitos pe ajustar sisraf meio,1
conjunta reincidente abertura exibe r incompatível insplano venda operadora categoria,1
tel tadeu pdv vieira presa chamador alves jose bom retorno,2
wvycxp assumir total x status oi procedimento impedindo produto tv,1
busca grupo passo chave durante criar uso precisa net automática,2
estourado limite apresentando alteração terminal,2
vide fechamento critica anexo,2
wwowsxt apagar apresentado total investigar oi tv correção possível motivo,1
mudança encerrar erro,1
economica federal ramais anexa chave planilha caixa portado ativos porem,1
hilleshein anderson andersonhileshein richartz hillesheim vizualizar vilma ano recentes número,1
numeros digito arbor º correçoes mudinhos saida voltaram localizamos tvas,2
xqhmbh administrador total entrar apagar oi apresentando tv fixo critica,2
tdlbl recarga automatica ate relação clt automática total oi bônus,2
radija jarude inscomod continuidade servicos dar agradeço fora tratativa peço,1
vonix máquina sozinha desligar conrado thais fato abre bc pa,1
yof sai conclusao total fixo oi sc sinn novo pendente,1
perfil nivea andré sena gustavo login usuário nogueira gde criação,1
fvr tribunal justica catarina santa referência liberado j ba sac,2
oi_controle_sem_fatura baraldi atualmente cristiane reclamação/solicitação pos ocorrência detalhada cpf/cnpj atualizar,1
orderid=rgdg php/ctm_tlmoi_pri_/rgdg crmbat_chama_procedure_tv group=pcrm_ics_oitv nodeid=crmoibatd application=siebel controlm=ctm_tlmoi_pri gaap sysout http,1
xtyes aplicar gera total oi oferta fixa tv abertura adsl,2
wkwf brascher orientando solange funciona camargo consultando hlr telecom abr,2
numero portabilidade orientado mês portado processo abrir informa verificação chamado,1
esqueçeu reseta minhaoi verifcar ctt grato entrar senha site consegue,2
parcelamento sorte liberando bernardo wedo corte neto promessa simulação carvalho,2
operacao_mon_sim controle_interface_ba traducao eventos interface encerramento falha tmapw mais ba,2
função digita-las bdea digita abre cidade aparece verifica encontrada nada,2
wxnweam wilma cordeiro área erros concluído responsável oi titular gomes,1
adicional ponto grátis enviar pedido gratuito abreu andre teixeira almeida,1
xpgfbrk configuração enexo devera fiz três passou normalmente dentro total,2
terminais abertura chamado confirmou passados retirada efetuado realmente necessario fraude,2
cc vendas telefone/ramal realizam ctxsalpb correios endereço complemento fachada televendas,1
indevidos inseridos creditos diaria judicial urgencia multa trata gerando valor,2
feferal economica adilson corrente ag automatico debito banco junior caixa,2
sim_wllpx_bd_wllprd_siebel_volumetria row sec sitescope robo monitor pedidos envio horas aguardando,2
endereço horizonte/mg savassi getúlio avenida localizando andar cobrança assuncao vargas,1
obrigado tarde boa fechamento critica verificar anexo favor,1
trocoli bucana alves terezinha silva patricia número nome hotmail mínimo,1
pauletti jf consultores cobrança antigo tarifado gb g assinatura social,2
desconectada indevidamente portabilidade conseqüentemente linha npac devolvida ativada tim bilhete,2
assumpcao rachel criem baixada raíz atraso paga obrigado verifiquem causa,2
fim semana audiência silvania aracaju acordado estivesse barreto albuquerque ilimitado,2
clck especificado agendamento tenta atividade existe r soc apresenta sac,1
confirmamos corretos validação débito inserir automático verifiquem cadastrar peço código,1
cnpj´s ie´s eot´s traços lembramos dsnames alteradas retransmitir sequencial gcob,2
vvrgvug mangabeira estatus venda henrique pdv fernandes lojista chamador rodrigues,1
anderson araujo cancelamento alves siac sc z concluir cmr unid,1
hussein gaveliki erros total¿ ¿oi aplicacoes trat ¿ fique aberto,1
prvnosb instalacao ambos integração categoria wfm tratar fechado informado encerrar,2
falha acessando simoes aonde colaboradora diversos persiste realizou cristina servidor,2
ot_mar_fid_pos+_gb_mi_bl_ld correcao tlv andre vinicius tv migrou ribeiro grato ativar,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
sena endereço netwin lourdes horizonte coutinho belo barramento ap retornando,1
desmigar sc-c plus geco servico solicitado sc ocorreu nao,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
duplicado cga eqn tecle enter encerrada programa c fechamento crítica,2
pendente pré-analise garantir modulo finalização apuração permanecem registro via horas,1
núm morais brito data/nascimento mãe/titular cesoi yool possuvel reclam saite,2
francisross soares acl zc oliveira mudança terminal/contrato referente vencida endereço,1
siebel`´ ´´ apuraçao gobbi alipio anexada basico tal invalido procedimento,2
enriquecimento tarde boa ba s segue,2
bretas galindo mauro migração nascimento reclamação/solicitação henrique sim prezado apresentou,2
casella implantar rogerio referentes ciente pacotes favor,1
angelita campanha brandao ot_mar_fid_tv_bl_mi_ld_int disponibilizado pdv sibel sim chamador ana,2
wfm fechado evidencia click ba s informa contato anexo cliente,1
metroeth/clarify task entry vetor modificação order travada pae cr p,2
catrvi desvio incorporadora mudança construtora retirando voice cj dt segundo,1
resolvidos numero quarentena tts abertos persiste solicitamos aparecendo hora tt,1
orderid=vlf utcdc prc_step site=mg pgm_step=step jobid rc odate job cancelamento,2
reativação bloqueio junção acho bhj tá permitem retirando reinstalar opções,1
sge encerrado teste cba físico mt executar travado tramitou ba,2
presos geraram qualificar sac-gfr designar metálico circuitos par sge campo,1
retona abl armario vanessa informados es estação apenas retorno gerar,2
luara pegoraro viana mt lima insfastve siac horas souza z,2
gde acessar desbloqueio conseguindo portal login anexo erro,1
external provisionar component instance service março apresentam qr componentes seguinte,1
chaesp serviço retirar anjos miguel f disponibiliza joao macro acn,2
blo uqlru comentário bloquear total fixo oi resumo pós banda,2
sinal retirou reinaldo barros verifique deixando pedido bloqueado somente desbloqueio,2
gerou campanha ot_mar_fid_tv_bl_mi_ld_int intermediário vende houver oi pdv y roberto,1
tronco ramais chave retirado instalado ja consta verificar favor,1
rj w ip insadsl regional ajustar ba local campo cobrança,1
ipkhz conta sav conectado oi finalizado pós bo vendas total,2
novamente informou faça mostra total automaticamente oi necessário protocolo sinn,1
aesc conseguindo usuária comando verificação cancelar solicita sac sistema contrato,2
geraram st janeiro contas ciclo fatura verificar anexo favor,1
lessandro hu consta rotina consumidor mudend habilitado dp condição disponível,1
gna circuito tarefa qualificar sac-gfr designar metálico par ref go,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
croa lazslo wxt marcelino nº possui silvana lojista consultar prints,2
d invalidas viagem ctxsalpb z salvador televendas atender interno percentual,2
encerrada dia tela desde print stc segue informa contato anexo,2
duplicidade pendencia evidência soc stc verificar anexo favor,1
sge testar modem cpe liberada configurar travado instalar ba ref,2
dificuldades agrupador dentro incluir email informações mais stc segue contrato,2
santander s brasil banco podem tramitou pendência tarde boa oms,2
ygaink apagada loja presa pendência gerou retirar tv total fixo,1
no_bill estimado inserido financeiro autorização lado inserir sr anexar controle,2
lateração cam telefone ativo móvel sigla seguem houve cr nenhuma,2
montenegro moreno rejeitados inexistentes msisdns david fevereiro postal pró-forma usos,1
inva lida cge condicao dp eqn tecle enter encerrada programa,1
santander abriu ate brasil banco liberada momento peço eai entregue,1
nível pinto goncalves eduardo pacotes instalação pendente conta status fatura,1
desvinculado extra nr inativa tanto dth oi vinculada acesso cobranças,1
prvnosb instalacao ambos integração categoria wfm tratar fechado informado encerrar,2
mireia mudqlinha retinsmud sousa execucao consulta go digital encerrado vencida,1
engenharia matricula projetos gde ferramenta abertura solicito acesso oi,2
pendência continua retirada aberta,2
kzhfl m cadastradas duas total oi internet corrigir fixo conectado,1
proseguir reinstalação etretanto fsa seviço aparace marint tentato tentado passa,2
comtemplados total fixo conectado oi parte pós tarifado plano serviços,1
repetem lembrando regionais reprocessamento designada cadastramento meses fechados dois facilidade,1
guedes fabiana monteiro clciente unicar silva pdv obrigado completo nome,1
orderid=kw php/ctm_tlmoi_pri_/kw crmshlsp group=prep_daily application=siebelreport nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,1
dispoinibiliza zormiria grasiela procegue ferramenta cleinte agrig carneiro atraves unica,1
abertura-atualizacao operacao_mon_sim controle_interface_ba traducao eventos interface falha tmapw mais ba,1
alteraçãod wftip total oi impedindo velocidade tv cancelada fixo titular,2
ot_pai_fid_res_tv_básic_start_bl elizabete campanha camila morais aparece moura pdv tc básico,1
keylla adiciona fonseca fr sousa indisponível nasc gmail ana solicitante,1
pré-pago rirzwz migrada apagada total linha apagar oi necessário aguardando,2
ixrlci tota oi total ativo apresenta light oct informando migração,2
contestação ajustada valor fatura direito aplicado crédito apurado período acordo,1
oss concluídas presas permanecem abertas sistemas encontram ambos precisamos sucesso,1
° localidade logradouro detalhes diferente estação email caso evidências anexo,2
tayanara barbara magalhaes resultado incentiva costa retorna ferramenta dia ativo,2
cancelar aberto click desde consta stc ba favor,1
achou ambos integração categoria wfm tratar fechado informado encerrar nº,1
educa oct antivirus backup incluso convergente acesso tarifado assinatura sisraf,1
inetrnet inst ocorre deseja f terminal erro cliente,2
autenticação portabilidade vaga realmente permanecer desconexão claro henrique marcelo conflito,2
condicao invalida dp eqn fechamento critica stc terminal,2
tarif application name ebe valida_infs_tarif degrau angprd bp_gtf_cb_valida_tarifacao tarifacao_fixa gtf_amostra,1
integralmente ofertas clientes desconto assinatura expressa porcentagem impactados aplicada descontos,1
cadeia finalizada execução começou tradução h havia fica produtos tv,2
vide fechamento critica anexo,2
ba responda questionamentos reprocessamento solicite chamado listagem retornado cadastramento informe,1
francine braga confirmar castro inválidos dn apresentada reset siac gomes,2
genérica herlon oi-controle taxa diário adesão castro agosto pertence componentes,1
presa/erro sge necessário liberação encerramento tratamento conforme sac sistema,2
terminais fraude suspensos inativados fraga gerente katia apurar precisam suspenso,2
atendente quot ic alterado ä afetado bmc_application adicionado status classe,2
deveido rkmcy cleonice oitotal neste dependente velox normalmente inclusão ana,2
identifica código acessos suspensos emissão cadastrados inadimplência acesso exemplos gerado,1
arr nota fechar impossibilitando conclusão apresentando tratamento c pr cmr,1
malaguti pacheco alexandre cpf/cnpj tipo conseguindo oliveira atualizar efetuar site,1
sac-df xlsx iddaordem atualizou consta crm pendente aberta ars oms,1
remoção restabelecido completamente baixado bloqueio jardim cpf-cnpj reis assinante deixando,2
sdr fictício habilitado santana colaborador fernandes indevido final faturamento stc,2
arte ft am n° bônus recebeu manual social razão bom,1
modificar aa social razão acessos terminais alteração possível cadastro aparece,2
tarefa nao qualificar sac-gfr designar metálico gna par travado tramitou,1
ordem tc liberar campo tratamento posto parada desde terminal favor,2
zkduu apaga oi mostra total ot envio vende causa interface,1
schenkel angelita correspondente alberto pdv vendedora cham plano somente solicitar,2
controle silvia borges avançado identificamos martins cta recarga gerada analisar,1
linha/produto reconhece portal nao,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
queilssc queila criar acesso solicitamos carvalho perfil gde espelho santos,2
estorno at solicitar caros incidente critica apresenta tentar stc linha,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
fechamento critica,1
controle tivesse migrado migrou consta pré seguem preciso prints bom,1
php/ctm_tlmoi_pri_/l orderid=l crmpubsp_connect group=prep_daily application=siebelreport nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,2
reclamadas razao fernanda castro duplicidade reclama social cobrança faturas pacote,1
g+mix yodhim intermediário ficando concluída somente tv evidencias cancelada venda,1
total recep ret aplicação força oi oferta tv operação ocorreu,1
mhvlph suboitot prosseguirmos altpdem insoitot fixo/velox altctec etc insadsl obrigada,1
granite reserva solucionada desejo falha direcionar dada chamados encontrar localizada,2
edmelia fmrne romualdo jeferson pdv/vendedor fixo encontra moraes migrado acessado,1
wdsxq mensalidade faturamentos total voz cobrada fixo moveis corretamente associado,1
masullo entrouem patrick tirado ontem passar orientado poderá colaborador rocha,1
alterado ic atendente hddf_pa afetado ä op_sacfixa_n_acc bmc_application adicionado orlandi,1
php/ctm_tlmoi_pri_/ddqs orderid=ddqs arbtm_c_rel_pdf_fat_canc group=pfx_rec_fiscal application=arb_pos_faturamento nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,2
creditos concedido diaria duplicidade judicial urgencia multa trata gerando valor,2
case travada sac eai entregue pr encontra id terminal,2
xbfs apagar apresentado total investigar oi tv correção possível motivo,1
gecilio adilson executando insfastve providenciar baixa z santos cmr unid,2
vtgkl sistem regis isabel renato pdv impede cristina finalizar cham,2
aprovação concluida bilhete email aguardando informações existe portabilidade aberto porem,2
existentes prossegue chega tela lista inicial aa tentativa retorna serviços,1
parana area local pendência retirada portabilidade linha erro,2
